HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT,WORK_ADDR_NUMB,WORK_ADDR_STREET_NAME,WORK_ADDR_UNIT_DESIGNATION,WORK_ADDR_UNIT_NUMBER,WORK_ADDR_CITY,WORK_ADDR_STATE,WORK_ADDR_ZIPCODE,WORK_ADDR_LATITUDE,WORK_ADDR_LONGITUDE,WORK_ADDR_PBKEY,ADDR_STREET_NUMBER,ADDR_STREET_NAME,ADDR_UNIT_DESIGNATION,ADDR_UNIT_NUMBER,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,PBKEY
BA95213,XWX7008,VP6479927,A-2016-XT283,3,,1,241219.8,00:00.0,00:00.0,1,3,41.86730472,-87.64397388,27310,1,XWX7008,20/09/2015,19/09/2016,2004,Kia,Optima,BMFT529,Silver,234144,0,Chung,Calavan,M,03/02/1936,367-48-9959,L931-4829-7982,07/01/2019,IL,21/07/2017,723-224-0927 ,ccalavan@outloop.com,0,953,W CUYLER AVE,,,CHICAGO,IL,60613,41.955174,-87.653238,P00007UWO0K2,400,E OHIO ST,APT,4801,CHICAGO,IL,60611,41.89292,-87.617293,-87.617293
BH63677,MNG4882,YY4764753,A-2016-MF411,1,,1,243194.9,00:00.0,00:00.0,1,3,41.93457199,-87.78566027,25210,1,MNG4882,21/10/2015,20/10/2016,2004,Chevrolet,Camaro,EUAY902,White,233424,0,Tessa,Jugan,F,27/03/1949,595-10-6395,R895-9819-1167,20/12/2021,IL,06/02/1999,751-245-0239 ,tjugan@outloop.com,0,4016,S ELLIS AVE,,,CHICAGO,IL,60653,41.821342,-87.603941,P00007UWRD8G,11020,S MILLARD AVE,,,CHICAGO,IL,60655,41.692535,-87.712237,-87.712237
CJ75179,JGL7271,XO0903670,A-2018-IX762,5,,2,50221.6,00:00.0,00:00.0,1,1,41.89506294,-87.7530869,2950,0,JGL7271,26/03/2017,26/03/2018,2016,Chevrolet,Colorado,ALET311,Silver,36720,0,Chasity,Brode,F,02/03/1941,771-51-3470,Z493-6758-8084,01/06/2018,IL,13/09/2008,824-658-0711 ,cbrode@fasstmail.com,0,2150,S CHESTNUT ST,APT,C,DES PLAINES,IL,60018,42.014047,-87.889741,P00007UT015T,2031,PARKSIDE DR,,,PARK RIDGE,IL,60068,42.042935,-87.846771,-87.846771
JH82234,MXU1596,UX1515385,A-2016-YK142,2,,3,347421,00:00.0,00:00.0,0,1,41.86252459,-87.64213178,1210,0,MXU1596,19/05/2015,18/05/2016,1998,Subaru,Impreza,LGKI253,Silver,339984,0,Marquis,Jastrab,M,28/06/1980,125-62-6381,S404-3346-8684,21/12/2018,IL,18/06/2010,736-592-0129 ,mjastrab@freshmaail.com,0,2528,N LINCOLN AVE,APT,P-39,CHICAGO,IL,60614,41.927413,-87.652524,P00007UWO7EO,5258,W CARMEN AVE,,,CHICAGO,IL,60630,41.973638,-87.760038,-87.760038
KL27559,KGC9647,QX1087376,A-2017-VS697,5,,1,93436.3,00:00.0,00:00.0,1,1,41.77455256,-87.68336926,19340,1,KDR2343,21/05/2016,21/05/2017,2013,Toyota,Rav-4,MWFR194,Silver,84348,0,Thurman,Amis,M,18/01/1986,867-43-0315,O298-6752-2088,31/03/2020,IL,27/07/1999,221-411-0804 ,tamis@fasstmail.com,0,1047,N THROOP ST,,,CHICAGO,IL,60642,41.901264,-87.659908,P00007UWQQM9,304,N OWEN ST,,,MOUNT PROSPECT,IL,60056,42.072169,-87.930366,-87.930366
FM37273,RYT3714,SS8033919,A-2017-YO261,1,,3,42931.6,00:00.0,00:00.0,0,3,41.89679903,-87.70315361,2560,0,RYT3714,27/03/2016,27/03/2017,2015,Hyundai,Sonata,HAFY632,Silver,40212,0,Maryann,Guadian,F,06/01/1958,808-35-9985,P780-8697-1739,23/10/2018,IL,25/05/2016,357-465-0678 ,mguadian@yahoot.com,0,3316,W 95TH ST,,,EVERGREEN PK,IL,60805,41.720991,-87.704573,P00007UV0S9Q,818,S HAWTHORNE AVE,,,ELMHURST,IL,60126,41.87443,-87.953425,-87.953425
AG14753,GMS3368,OP0488234,A-2017-MJ827,1,,3,86881.4,00:00.0,00:00.0,0,1,41.88770538,-87.62058814,2550,0,GMS3368,03/04/2016,03/04/2017,2013,Nissan,Altima,GZLU426,Silver,79524,0,Jamal,Pollmann,M,01/06/1936,079-31-6534,J144-7667-4809,08/04/2019,IL,23/04/1999,735-548-0345 ,jpollmann@freshmaail.com,0,1629,S PRAIRIE AVE,UNIT,2506,CHICAGO,IL,60616,41.859467,-87.620386,P00007UUFZI1,1817,RIDGELAND AVE,,,BERWYN,IL,60402,41.855572,-87.783337,-87.783337
MF26358,URL8316,NR7986744,A-2018-MK237,2,,3,47333.9,00:00.0,00:00.0,0,1,41.70344854,-87.68138191,1350,0,URL8316,01/07/2017,01/07/2018,2016,Toyota,Corolla,LCJK787,White,37872,0,Rosa,Lambey,F,12/07/1973,500-80-0804,J129-6438-4587,02/12/2018,IL,25/03/2005,232-961-0842 ,rlambey@fasstmail.com,0,22423,YATES AVE,,,SAUK VILLAGE,IL,60411,41.481756,-87.564321,P00007UTQW5E,8010,HOWARD AVE,,,LA GRANGE,IL,60525,41.744047,-87.89258,-87.89258
LM58734,KPQ4157,YX8982998,A-2018-TT969,3,,3,245549,00:00.0,00:00.0,0,4,41.92834542,-87.6684029,1180,0,KPQ4157,02/06/2017,02/06/2018,2008,Buick,Enclave,RRHN760,White,232920,0,Horace,Mathesius,M,11/10/1961,869-70-2920,G840-4521-6716,13/11/2019,IL,25/01/2007,348-729-0078 ,hmathesius@yahoot.com,0,417,THAMES DR,,,SHOREWOOD,IL,60404,41.527642,-88.22166,P00007UTPQES,7021,HILLCREST DR,,,DOWNERS GROVE,IL,60516,41.760323,-88.019281,-88.019281
HE69325,WVA4800,ZZ8124639,A-2017-VV444,5,,1,45802.6,00:00.0,00:00.0,0,1,41.80107195,-87.58174032,34994.5,1,WVA4800,17/07/2016,17/07/2017,2015,Kia,Soul,USOF558,Silver,44904,0,Dorian,Ziering,M,22/07/1969,047-40-9266,F775-2634-3845,10/12/2018,IL,27/06/2007,741-967-0745 ,dziering@yahoot.com,0,2302,S GOEBBERT RD,APT,1106,ARLINGTON HEIGHTS,IL,60005,42.043081,-87.976579,P00007UWI30F,6656,S KEDVALE AVE,,,CHICAGO,IL,60629,41.771452,-87.726579,-87.726579
AH19995,AKN9070,TQ9596648,A-2016-BE830,5,,3,251473.2,00:00.0,00:00.0,0,1,41.8776941,-87.75352928,16680,0,AKN9070,19/08/2015,18/08/2016,2004,GMC,Sierra,JWLU704,Light Brown,238752,0,Claudio,Kamat,M,04/05/1971,889-21-7664,X701-8626-3214,06/09/2019,IL,11/08/2015,735-377-0720 ,ckamat@mmail.com,0,3033,N SHERIDAN RD,APT,308,CHICAGO,IL,60657,41.937403,-87.639068,P00007UUXA5V,1754,N WILMOT AVE,,,CHICAGO,IL,60647,41.91343,-87.681068,-87.681068
KH42441,ZTE2349,YS2996375,A-2017-QO316,3,,1,45797.8,00:00.0,00:00.0,1,3,42.00830436,-87.67818538,14480,1,ZTE2349,14/07/2016,14/07/2017,2015,Ford,F-150,BJAH825,Light Brown,42864,0,Tracie,Freerksen,F,10/09/1988,092-21-4340,F129-5494-2295,02/05/2021,IL,09/01/2015,736-517-0798 ,tfreerksen@inboux.com,0,15021,EVERS ST,,,DOLTON,IL,60419,41.621699,-87.604693,P00007UTRIZ2,8030,S KOLMAR AVE,,,CHICAGO,IL,60652,41.746431,-87.735243,-87.735243
BK87192,GTF4097,ZX0110603,A-2016-VA425,1,,3,88939.1,00:00.0,00:00.0,1,1,41.93064372,-87.68536822,1817,0,GTF4097,22/01/2015,22/01/2016,2012,Ford,E-Series,NTBC226,Silver,77328,0,Bart,Hanniford,M,20/01/1947,581-49-3586,A573-9324-7524,28/09/2020,IL,07/08/2002,221-305-0141 ,bhanniford@beemail.com,0,1648,W 79TH ST,,,CHICAGO,IL,60620,41.75056,-87.66539,P00007UWOVRL,2081,MAGNOLIA LN,,,HIGHLAND PARK,IL,60035,42.155277,-87.81929,-87.81929
HK75384,HWB1910,UV1284533,A-2018-VC280,1,,3,255525.6,00:00.0,00:00.0,0,1,41.96457585,-87.74287565,2780,0,HWB1910,24/06/2017,24/06/2018,2007,Nissan,Pathfinder,WIVB188,Med Red,254364,0,Augusta,Cheathem,F,22/08/1980,306-06-7315,A117-6082-5310,01/07/2019,IL,13/01/2000,237-615-0723 ,acheathem@yahoot.com,0,3416,N BELL AVE,,,CHICAGO,IL,60618,41.943743,-87.684878,P00007UWONVR,16520,CRAIG DR,,,OAK FOREST,IL,60452,41.590796,-87.727183,-87.727183
KG46105,IYO5987,ZT3653138,A-2016-WW107,3,,3,262087.5,00:00.0,00:00.0,1,1,41.69954742,-87.64275192,2480,0,IYO5987,26/09/2015,25/09/2016,2004,Dodge,Ram,OVOS293,Black,251424,0,Paige,Mcleroy,F,22/04/1972,739-64-7587,B394-4024-6311,28/06/2020,IL,09/08/2016,723-583-0068 ,pmcleroy@outloop.com,0,1636,W MELROSE ST,APT,105,CHICAGO,IL,60657,41.940816,-87.670164,P00007UUXY5M,2645,S HILLOCK AVE,,,CHICAGO,IL,60608,41.844692,-87.657224,-87.657224
BC81148,TYI3593,TV1098462,A-2018-JD560,5,,3,356670.1,00:00.0,00:00.0,0,1,41.72258206,-87.57504199,1173,0,TYI3593,18/07/2017,18/07/2018,2001,Honda,Pilot,LWTV169,Silver,348132,0,Silvia,Camey,F,17/03/1958,464-84-2765,P947-3249-2285,28/06/2020,IL,08/08/2014,238-221-0831 ,scamey@outloop.com,0,501,S OAKLEY AVE,,,CHICAGO,IL,60612,41.87484,-87.68341,P00007UWNYEK,902,E WILDWOOD DR,,,PROSPECT HEIGHTS,IL,60070,42.114901,-87.938928,-87.938928
DB54325,YDC9744,RW8719560,A-2017-TQ395,1,,1,248401.6,00:00.0,00:00.0,0,1,41.73153777,-87.58567864,21920,1,YDC9744,21/05/2016,21/05/2017,2006,Chrysler,300,FOHT388,Light Brown,242628,0,Lavonne,Mest,F,23/03/1969,639-95-1132,A309-3885-6676,03/03/2019,IL,26/08/2003,749-903-0705 ,lmest@gmxx.com,0,2013,W RANDOLPH ST,,,CHICAGO,IL,60612,41.88449,-87.677545,P00007UUDRWH,2708,MARINER CT,,,LYNWOOD,IL,60411,41.53896,-87.550718,-87.550718
FB97223,LKE7989,PP2891277,A-2018-YJ218,3,,1,247662.7,00:00.0,00:00.0,1,2,41.89713934,-87.7361474,33080,1,LKE7989,16/01/2017,16/01/2018,2007,Mazda,CX-5,MZVJ362,Black,237732,0,Wilson,Chavis,M,18/07/1975,121-99-0480,U470-5050-8688,21/05/2019,IL,10/08/2007,265-357-0603 ,wchavis@mooosend.com,0,540,EXECUTIVE DR,,,WILLOWBROOK,IL,60527,41.750256,-87.936673,P00007UU5C1Q,805,CESSNA CT,,,NEW LENOX,IL,60451,41.506734,-87.98087,-87.98087
FF78473,JTG5046,VU5501162,A-2017-CI379,4,,3,201218.5,00:00.0,00:00.0,0,1,41.73600895,-87.65571261,1510,0,JTG5046,13/05/2016,13/05/2017,2008,Toyota,Tacoma,BNBL630,White,198636,0,Sonny,Coppolo,M,03/04/1988,444-75-5931,I155-5409-6335,04/10/2021,IL,27/08/2016,265-314-0571 ,scoppolo@yahoot.com,0,3890,NORTHPOINT BLVD,,,WAUKEGAN,IL,60085,42.346514,-87.897599,P00007UT8Z59,844,NOEL DR,,,MUNDELEIN,IL,60060,42.264717,-87.990088,-87.990088
DH59066,VVM4056,VX5016451,A-2018-AK442,2,,1,77539.8,00:00.0,00:00.0,1,1,41.9471065,-87.68811976,35920,1,VVM4056,05/04/2017,05/04/2018,2015,GMC,Sierra,YICG726,Silver,66900,0,Benita,Pasalo,F,01/08/1988,756-34-3050,C843-3935-5491,12/06/2018,IL,22/04/2008,230-281-0130 ,bpasalo@zohoo.com,0,151,S ALBANY AVE,APT,3,CHICAGO,IL,60612,41.878199,-87.703294,P00007UWNVW7,11655,S KEDZIE AVE,,,MERRIONETTE PARK,IL,60803,41.680733,-87.700023,-87.700023
KG24084,KJB7332,VV3512076,A-2018-RQ481,5,,1,414306.8,00:00.0,00:00.0,0,1,41.9140602,-87.74602773,20230,1,KJB7332,22/04/2017,22/04/2018,2000,Audi,Q5,UACM064,White,400860,0,Jere,Severyn,M,31/05/1944,305-52-4981,N441-2416-3252,05/02/2021,IL,13/06/2004,247-426-0708 ,jseveryn@mmail.com,0,2435,N SHEFFIELD AVE,APT,3,CHICAGO,IL,60614,41.926606,-87.653326,P00007UUF3J9,290,N WESTGATE RD,APT,301,MOUNT PROSPECT,IL,60056,42.071476,-87.918318,-87.918318
LM65123,GDD4857,QS9761555,A-2016-NH551,2,,3,149077.6,00:00.0,00:00.0,0,1,41.88579694,-87.64570081,2170,0,GDD4857,14/10/2015,13/10/2016,2010,GMC,Acadia,KRIR350,Med Dk Blue,136728,0,Wilford,Peets,M,16/05/1971,291-58-8054,J150-5830-9359,09/10/2019,IL,25/09/2017,221-818-0906 ,wpeets@mooosend.com,0,930,DONOHO AVE,,,BEECHER,IL,60401,41.348922,-87.612759,P00007UW5H63,3439,VOLLMER RD,UNIT,208,FLOSSMOOR,IL,60422,41.528524,-87.700543,-87.700543
BB27788,SGU2312,WS1519983,A-2016-EF136,5,,1,325260.6,00:00.0,00:00.0,0,1,41.8912077,-87.64893961,34200,1,SGU2312,08/02/2015,08/02/2016,2000,Dodge,Grand Caravan,VTFI995,Silver,313728,0,Edgar,Decaire,M,25/02/1964,438-65-0793,L663-7469-3623,10/05/2021,IL,14/07/2017,324-510-0600 ,edecaire@fasstmail.com,0,727,W 129TH PL,,,CHICAGO,IL,60628,41.658108,-87.639923,P00007UUM8B5,464,MEADOWLARK DR,,,BOLINGBROOK,IL,60440,41.685679,-88.085579,-88.085579
JB33981,JAG1187,UT3981430,A-2016-HO697,1,,3,34151.1,00:00.0,00:00.0,0,1,41.87195364,-87.76334923,2277,0,JAG1187,04/10/2015,03/10/2016,2013,Chevrolet,Silverado,BIZM948,Light Brown,32148,1,Irvin,Trouba,M,29/04/1989,282-24-3163,Y673-7837-8504,19/10/2018,IL,15/06/2006,748-916-0791 ,itrouba@inboux.com,0,7609,S SAINT LAWRENCE AVE,,,CHICAGO,IL,60619,41.756342,-87.609852,P00007UUID70,330,N CLINTON ST,APT,302,CHICAGO,IL,60661,41.887787,-87.641785,-87.641785
AD49282,QVM1911,YT2430777,A-2018-PS683,1,,3,349263.8,00:00.0,00:00.0,0,1,41.90080611,-87.61972396,2850,0,QVM1911,02/11/2017,02/11/2018,2000,Dodge,Ram,VAUG291,Med Red,339120,0,Tracey,Jermany,M,02/10/1985,535-40-2316,D186-7740-8351,19/11/2018,IL,06/06/2000,748-247-0191 ,tjermany@mailjeep.com,0,1835,HIGH GROVE LN,,,NAPERVILLE,IL,60540,41.777975,-88.201058,P00007UWDEJ8,1020,N PARKSIDE AVE,,,CHICAGO,IL,60651,41.899152,-87.76711,-87.76711
MB74980,HEX2175,NR5020416,A-2016-IT228,1,,3,58439.6,00:00.0,00:00.0,0,1,41.81674857,-87.61646799,1550,0,HEX2175,10/01/2015,10/01/2016,2013,Dodge,Ram,IJKJ987,Med Red,54072,0,Tanya,Jurden,F,11/07/2001,602-64-5352,Z646-1639-4271,24/03/2018,IL,15/02/2004,836-550-0297 ,tjurden@gmxx.com,0,29154,N WADE ST,,,WAUCONDA,IL,60084,42.286417,-88.126696,P00007UWJB34,571,S ELMWOOD AVE,,,WAUKEGAN,IL,60085,42.349359,-87.853768,-87.853768
MH92279,YOD8364,WW4653707,A-2017-QW162,2,,3,70700.8,00:00.0,00:00.0,0,1,41.72984108,-87.60480693,1450,0,YOD8364,05/09/2016,05/09/2017,2014,Ford,F-150,ZQJT789,Silver,55728,0,Rosita,Cardona,F,06/11/1993,030-14-5543,N837-8064-1103,03/07/2018,IL,05/10/2014,823-982-0183 ,rcardona@mailjeep.com,0,5611,W DIVISION ST,,,CHICAGO,IL,60651,41.901899,-87.766143,P00007UUVIN0,320,PARK DR,,,NORTHBROOK,IL,60062,42.12729,-87.78808,-87.78808
HJ68194,XZY2844,TZ9092867,A-2017-NP425,1,,1,63610.2,00:00.0,00:00.0,0,1,41.86347978,-87.68928558,31450,1,XZY2844,20/03/2017,20/03/2018,2015,Jeep,Wrangler,RFXR430,Silver,57456,0,Dion,Pimento,M,11/01/1956,458-72-9685,R761-5910-2561,23/07/2018,IL,15/05/2003,261-657-0953 ,dpimento@fasstmail.com,0,7922,W ELMGROVE DR,,,ELMWOOD PARK,IL,60707,41.933629,-87.824828,P00007UUZCTF,5725,ROSE CT,,,BERKELEY,IL,60163,41.882753,-87.911883,-87.911883
LL33654,TGA1173,VT5542027,A-2016-JS377,2,,1,371183.8,00:00.0,00:00.0,1,5,41.84714751,-87.64633938,13100,1,TGA1173,03/10/2015,02/10/2016,1998,Ford,F-150,JVXZ499,Black,370656,0,Clarence,Ziola,M,18/12/1974,472-59-7205,G183-2201-3815,24/07/2019,IL,23/03/2017,840-574-0215 ,cziola@gmxx.com,0,1012,S 4TH AVE,,,MAYWOOD,IL,60153,41.87855,-87.837847,P00007UWJWOD,22,PARK LN,UNIT,517,PARK RIDGE,IL,60068,42.013848,-87.859507,-87.859507
EH38308,AQE1236,QV0727891,A-2016-CP968,2,,3,67792.3,00:00.0,00:00.0,0,1,41.81679293,-87.59494802,1490,0,AQE1236,01/02/2015,01/02/2016,2013,Dodge,Grand Caravan,CAJK640,Black,61488,0,Aldo,Grauso,M,12/12/1946,055-14-4900,Y391-6319-4299,05/07/2020,IL,16/10/2005,245-911-0869 ,agrauso@zohoo.com,1,4554,CLYDE AVE,,,LYONS,IL,60534,41.807209,-87.828186,P00007UWMERL,329,LOCKWOOD AVE,,,NORTHFIELD,IL,60093,42.100259,-87.763287,-87.763287
KH30531,PWW8014,PU3271539,A-2017-HT680,3,,3,444121.7,00:00.0,00:00.0,1,1,41.87409237,-87.66647809,1110,0,PWW8014,25/04/2016,25/04/2017,1995,Ford,Mustang,OKNB982,Silver,436392,0,Theodora,Feuquay,F,22/12/1988,015-17-7578,H742-5490-5580,20/09/2021,IL,16/01/2010,738-369-0103 ,tfeuquay@husshmail.com,0,1924,W DIVISION ST,,,CHICAGO,IL,60622,41.903434,-87.675868,P00007UWELJT,4719,W LAWRENCE AVE,,,CHICAGO,IL,60630,41.967816,-87.746153,-87.746153
ML60099,COU4904,WS4386340,A-2018-OF511,2,,1,76181.7,00:00.0,00:00.0,1,1,41.92512769,-87.66204067,19676.5,1,COU4904,25/03/2017,25/03/2018,2015,Ford,Expedition,YDKO913,Silver,66324,0,John,Prusko,F,05/02/1945,875-66-1378,Z934-5918-8748,18/08/2021,IL,08/02/2005,237-850-0931 ,jprusko@outloop.com,0,32455,N IL ROUTE 21,,,LIBERTYVILLE,IL,60048,42.33388,-87.945248,P00007UWIS53,272,W PRAIRIE LN,,,ROUND LAKE,IL,60073,42.345857,-88.089263,-88.089263
MK83768,HRN8373,UR0452238,A-2016-JJ651,4,,1,346425.5,00:00.0,00:00.0,0,1,41.77965209,-87.65942423,24713.5,1,HRN8373,25/08/2015,24/08/2016,1998,Kia,Sorento,PPED277,Silver,344520,0,Lena,Salony,F,11/08/1967,850-22-1955,W650-3943-3559,06/09/2018,IL,17/11/2000,750-314-0075 ,lsalony@mooosend.com,1,326,S MAIN ST,,,WHEATON,IL,60187,41.862287,-88.106844,P00007UTLRHU,3621,S LOWE AVE,,,CHICAGO,IL,60609,41.828329,-87.642084,-87.642084
LE14930,VEC6774,UP8480383,A-2017-VZ267,2,,3,174227.7,00:00.0,00:00.0,0,3,41.84665185,-87.64791126,2150,0,VEC6774,04/10/2016,04/10/2017,2010,Chrysler,Pacifica,EKZC266,Light Brown,161700,0,Will,Carmicle,M,16/11/1973,588-70-8948,N618-2416-5091,09/10/2018,IL,06/03/2013,836-567-0706 ,wcarmicle@life.com,0,3855,W CONGRESS PKWY,,,CHICAGO,IL,60624,41.874181,-87.722791,P00007UWPE8Y,2316,BLUEBIRD LN,,,ROLLING MEADOWS,IL,60008,42.085105,-88.012505,-88.012505
KA93396,HRI8668,YR9205425,A-2018-ZQ873,2,,3,148301.5,00:00.0,00:00.0,0,1,41.78487905,-87.69491794,2000,0,HRI8668,13/08/2017,13/08/2018,2012,Kia,Forte,JJTK085,White,138312,0,Angelita,Ieraci,F,29/10/1963,848-09-5835,C415-1927-6398,28/05/2020,IL,20/06/2004,241-939-0793 ,aieraci@mailjeep.com,0,1644,W 95TH ST,,,CHICAGO,IL,60643,41.721606,-87.664384,P00007UUSKV7,13157,S FORRESTVILLE AVE,,,CHICAGO,IL,60827,41.655742,-87.608233,-87.608233
KJ47756,RZH5190,OT1788750,A-2017-JF585,3,,3,199855.1,00:00.0,00:00.0,0,2,41.96134343,-87.69835838,1630,0,RZH5190,12/04/2016,12/04/2017,2007,Dodge,Ram,XMGY447,Black,187572,0,Federico,Hauptman,M,27/10/1977,247-11-8534,Z805-8393-6851,17/05/2021,IL,02/04/2014,357-223-0801 ,fhauptman@beemail.com,0,5067,N LINCOLN AVE,APT,404,CHICAGO,IL,60625,41.973717,-87.691415,P00007UUKXQX,907,CURTISS ST,APT,106,DOWNERS GROVE,IL,60515,41.793893,-88.00667,-88.00667
AF63724,BWX6731,SQ9493725,A-2018-US500,1,,3,234182.9,00:00.0,00:00.0,0,1,41.88222375,-87.75809921,1330,0,BWX6731,16/10/2017,16/10/2018,2006,Honda,Civic,DATS775,Light Brown,225132,0,Clarence,Slovacek,M,26/09/1990,794-04-3022,D569-4982-6736,29/03/2020,IL,26/05/1999,735-234-0772 ,cslovacek@lightemail.com,0,8217,S TALMAN AVE,,,CHICAGO,IL,60652,41.744013,-87.688476,P00007UUVPOL,4346,W 63RD ST,,,CHICAGO,IL,60629,41.778832,-87.732019,-87.732019
LI96265,BDP9984,NS5037260,A-2018-GU639,3,,3,142857.4,00:00.0,00:00.0,0,2,41.83105838,-87.61678193,1170,0,BDP9984,07/07/2017,07/07/2018,2012,Mercedes,GLC,HHRI867,White,138252,0,Wilmer,Pitkin,M,05/10/1979,483-99-9543,B705-9907-2526,16/01/2018,IL,16/06/2007,349-241-0184 ,wpitkin@mmail.com,0,1337,W 89TH ST,,,CHICAGO,IL,60620,41.732537,-87.657132,P00007UWOVAK,1120,MANCHESTER CT,,,NAPERVILLE,IL,60563,41.790026,-88.190081,-88.190081
EI77277,ZPD1073,SW0966653,A-2017-VM328,4,,1,74820.6,00:00.0,00:00.0,1,3,41.93506582,-87.71742429,16480,1,ZPD1073,03/03/2016,03/03/2017,2013,Chevrolet,Malibu,VKOZ537,Black,73644,0,Bettie,Macwan,F,05/09/1939,651-61-8370,M358-3959-1582,19/11/2020,IL,17/02/2014,729-788-0179 ,bmacwan@zohoo.com,0,1520,OTTO BLVD,,,CHICAGO HEIGHTS,IL,60411,41.502997,-87.637128,P00007UWKZCX,203,W 146TH ST,,,DOLTON,IL,60419,41.629632,-87.626999,-87.626999
EK11138,PAN7318,SX7857810,A-2017-DR546,5,,1,126227,00:00.0,00:00.0,1,1,41.92027338,-87.78031813,30230,1,PAN7318,11/04/2016,11/04/2017,2012,Ford,Explorer,SHHQ003,Silver,117348,0,Ivory,Kutty,M,21/12/1970,383-13-1409,D560-2086-2757,30/04/2020,IL,04/09/2015,258-496-0421 ,ikutty@outloop.com,0,1306,N MASON AVE,,,CHICAGO,IL,60651,41.904147,-87.774555,P00007UUV90U,18,MIDDLEBURY LN,,,LINCOLNSHIRE,IL,60069,42.180433,-87.903754,-87.903754
AL26048,GCU7030,XO5492924,A-2018-FD735,1,,3,66583.4,00:00.0,00:00.0,1,1,41.89089442,-87.62019212,2090,0,GCU7030,27/01/2017,27/01/2018,2015,Nissan,Frontier,RYRN470,Light Brown,57252,0,Leonel,Schaefers,M,20/11/1987,515-24-8279,O873-3639-9742,11/02/2021,IL,23/01/2006,348-559-0385 ,lschaefers@inboux.com,0,20,ANDREW LN,,,HAWTHORN WOODS,IL,60047,42.238836,-88.058037,P00007UW4R3N,341,S POPLAR AVE,,,ELMHURST,IL,60126,41.89063,-87.929941,-87.929941
AC90741,WSW2851,WP4076143,A-2017-BN974,1,,3,165993.5,00:00.0,00:00.0,1,1,41.99767708,-87.69924898,1320,0,WSW2851,19/10/2016,19/10/2017,2000,Chevrolet,Cruze,BCCC390,Med Red,159018,1,Harley,Drymon,M,28/03/1950,822-82-2620,I555-6902-7583,04/08/2019,IL,22/06/2000,342-777-0642 ,hdrymon@zohoo.com,0,5244,W FERDINAND ST,,,CHICAGO,IL,60644,41.889214,-87.757166,P00007UWQVZF,2554,DICKENS DR,,,AURORA,IL,60503,41.700175,-88.251304,-88.251304
JB66405,BIT9059,XY0567145,A-2018-HW937,3,,1,251135.4,00:00.0,00:00.0,1,5,41.90809991,-87.63476376,41320,1,BIT9059,02/01/2017,02/01/2018,2005,Toyota,Corolla,IBGM439,Black,240588,0,Aaron,Deantonio,M,18/05/2000,608-93-4002,X194-7227-7326,29/07/2018,IL,16/07/2002,750-266-0359 ,adeantonio@mmail.com,0,440,SANDPIPER CT,APT,A,AURORA,IL,60504,41.759649,-88.226218,P00007UU210Y,4124,N MONITOR AVE,,,CHICAGO,IL,60634,41.955718,-87.773544,-87.773544
EE84567,MOX3439,OO7894942,A-2018-VH845,3,,1,240903.7,00:00.0,00:00.0,0,2,41.77775486,-87.65066077,31740,1,MOX3439,15/08/2017,15/08/2018,2007,Jeep,Cherokee,ZQXG987,Med Dk Blue,236016,0,Irving,Leveque,M,20/07/1945,518-59-2263,I339-9649-9079,18/04/2018,IL,20/11/2001,350-917-0857 ,ileveque@yahoot.com,0,552,S WASHINGTON ST,,,NAPERVILLE,IL,60540,41.76838,-88.147345,P00007UWDE8R,2860,GARDEN DR,,,LISLE,IL,60532,41.764215,-88.107085,-88.107085
CB53549,RUC2715,YV4334607,A-2017-IM693,5,,1,434497.7,00:00.0,00:00.0,1,1,41.90359031,-87.65921321,33400,1,RUC2715,11/09/2016,11/09/2017,1998,Chrysler,Pacifica,MJHG499,Light Brown,425172,0,Sue,Stansill,F,19/04/1989,669-44-2891,C898-5025-6309,20/05/2021,IL,08/07/2003,739-936-0966 ,sstansill@yahoot.com,0,3825,N PINE GROVE AVE,APT,210,CHICAGO,IL,60613,41.952437,-87.647545,P00007UUE32X,2743,N RUTHERFORD AVE,,,CHICAGO,IL,60707,41.930334,-87.793869,-87.793869
